SEXO Sexo de la persona entrevistada;EDAD Edad de la persona entrevistada;P1 Grado de preocupación por el cambio climático;RECUVOTOG1R Recuerdo de voto en las elecciones generales de 2023 de los votantes [recodificada];ESCIDEOL Escala de autoubicación ideológica (1-10);NIVELESTENTREV Nivel de estudios alcanzado por la persona entrevistada;RELIGION Religiosidad de la persona entrevistada;ECIVIL Estado civil de la persona entrevistada;SITLAB Situación laboral de la persona entrevistada;RELALAB Situación profesional de la persona entrevistada;CNO11 Ocupación de la persona entrevistada;INGRESHOG Nivel de ingresos netos del hogar
Mujer;79;Mucho;PSOE;5;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Mujer;63;Poco;PP;5;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;83;Nada;VOX;8;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a practicante;Viudo/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;49;Bastante;Sumar;4;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Ateo/a (niegan la existencia de Dios) ;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;38;Mucho;PSOE;2;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Indiferente, no creyente;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;68;Mucho;PSOE;4;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Indiferente, no creyente;Divorciado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;76;Mucho;PSOE;1 Izquierda;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Hombre;46;Mucho;PSOE;5;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;Más de 5.000 €
Mujer;82;Mucho;PP;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;74;Bastante;PSOE;8;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a practicante;Casado/a;Otra situación;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;43;Mucho;PSOE;3;Otros estudios ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;Más de 5.000 €
Mujer;34;Bastante;PP;6;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.100 a 1.800 €
Mujer;40;Bastante;PSOE;8;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Operadores/as de instalaciones y máquinas y ensambladores/as;De 1.100 a 1.800 €
Hombre;24;Poco;PP;5;Otros estudios ;Indiferente, no creyente;Soltero/a;Trabaja;Empresario/a o profesional con asalariados/as;Directores/as y gerentes;Más de 5.000 €
Mujer;36;Bastante;PP;7;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 2.701 a 3.900 €
Mujer;27;Mucho;PP;5;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Católico/a no practicante;Soltero/a;Estudiante ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;19;Mucho;PSOE;2;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Indiferente, no creyente;Soltero/a;Estudiante ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;26;Bastante;PP;7;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Indiferente, no creyente;Soltero/a;En paro y ha trabajado antes ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;30;Mucho;PP;6;Máster oficial universitario (especialidades médicas o equivalente) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Mujer;66;Mucho;PSOE;1 Izquierda;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;N.C.
Mujer;76;Bastante;PP;10 Derecha;Educación Primaria (Educación Primaria de LOGSE, 5º curso de EGB, enseñanza primaria antigua) ;Católico/a practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;34;Nada;VOX;5;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Creyente de otra religión;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Ocupaciones elementales;N.C.
Mujer;26;Mucho;PP;8;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.100 a 1.800 €
Hombre;56;Mucho;PSOE;2;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Soltero/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Hombre;18;Poco;VOX;7;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Creyente de otra religión;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Agricultores/as y trabajadores/as cualificados/as agropecuarios, forestales y pesqueros/as;De 1.801 a 2.700 €
Mujer;82;Mucho;PSOE;1 Izquierda;Educación Primaria (Educación Primaria de LOGSE, 5º curso de EGB, enseñanza primaria antigua) ;Católico/a no practicante;Viudo/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;N.S.
Mujer;41;Bastante;PP;5;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;Más de 5.000 €
Mujer;24;Mucho;PP;5;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 3.901 a 5.000 €
Mujer;83;Bastante;PSOE;2;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Indiferente, no creyente;Viudo/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Hombre;46;Mucho;PSOE;3;Máster oficial universitario (especialidades médicas o equivalente) ;Indiferente, no creyente;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Mujer;35;Nada;VOX;5;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Mujer;83;Bastante;PSOE;1 Izquierda;Educación Primaria (Educación Primaria de LOGSE, 5º curso de EGB, enseñanza primaria antigua) ;Católico/a practicante;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;N.S.
Hombre;75;Nada;VOX;7;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;25;Mucho;Sumar;1 Izquierda;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;N.C.;N.C.;De 1.801 a 2.700 €
Mujer;65;Mucho;Sumar;5;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Creyente de otra religión;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Mujer;72;Mucho;PP;10 Derecha;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;N.S.
Hombre;48;Poco;PP;7;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Separado/a;Trabaja;Asalariado/a por cuenta ajena;N.C.;De 3.901 a 5.000 €
Mujer;80;Nada;PP;7;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;Más de 5.000 €
Hombre;24;Bastante;PP;8;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Católico/a no practicante;Soltero/a;Estudiante ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;49;Bastante;PP;6;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;De 3.901 a 5.000 €
Mujer;38;Mucho;VOX;7;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 1.801 a 2.700 €
Mujer;36;Mucho;Sumar;1 Izquierda;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;En paro y ha trabajado antes ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;81;Poco;VOX;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Separado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;67;Mucho;Sumar;3;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Ateo/a (niegan la existencia de Dios) ;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;Más de 5.000 €
Hombre;76;N.C.;PP;6;N.P.;N.C.;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;20;Mucho;Sumar;3;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Creyente de otra religión;Soltero/a;Estudiante ;N.P.;N.P.;De 3.901 a 5.000 €
Mujer;70;Mucho;PSOE;1 Izquierda;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a practicante;Viudo/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;N.C.
Hombre;58;Mucho;PSOE;3;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 1.801 a 2.700 €
Hombre;62;Mucho;Sumar;3;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Creyente de otra religión;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;39;Mucho;Sumar;1 Izquierda;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;De 1.801 a 2.700 €
Mujer;26;Bastante;PSOE;5;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.100 a 1.800 €
Mujer;43;Bastante;VOX;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;59;Mucho;PSOE;2;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Hombre;50;Mucho;Sumar;1 Izquierda;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Mujer;78;N.C.;PP;6;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a practicante;Divorciado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;36;Bastante;PSOE;5;Máster oficial universitario (especialidades médicas o equivalente) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;63;Mucho;PSOE;3;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Mujer;31;Mucho;Sumar;2;"Arquitectura/Ingeniería Técnica (aparejador/a; peritos/as) ";Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Mujer;41;Mucho;Sumar;1 Izquierda;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 1.801 a 2.700 €
Mujer;57;Mucho;Sumar;5;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a no practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;53;Mucho;PSOE;4;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Ateo/a (niegan la existencia de Dios) ;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.801 a 2.700 €
Hombre;41;Poco;PP;6;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Empresario/a o profesional con asalariados/as;Directores/as y gerentes;Más de 5.000 €
Hombre;60;Mucho;PSOE;N.S.;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;32;Mucho;PP;6;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;De 2.701 a 3.900 €
Mujer;49;Nada;VOX;6;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 1.100 a 1.800 €
Mujer;63;Bastante;PP;6;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Mujer;81;Mucho;PP;N.S.;Otros estudios ;Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;31;Mucho;Sumar;1 Izquierda;Doctorado;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Mujer;78;Mucho;PSOE;1 Izquierda;F.P. Básica (FPB), cualificación profesional grado inicial (FP grado inicial). PCPI (Programas de Cualificación Profesional Inicial, que no precisan de titulación académica de la primera etapa de secundaria para su realización). Programas de garantía social ;Católico/a no practicante;Casado/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;31;Mucho;PSOE;6;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Ocupaciones elementales;De 3.901 a 5.000 €
Mujer;75;Nada;PP;6;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;24;Mucho;Sumar;3;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;Más de 5.000 €
Mujer;26;Mucho;PSOE;1 Izquierda;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.100 a 1.800 €
Hombre;33;Bastante;PSOE;4;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Indiferente, no creyente;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;Más de 5.000 €
Mujer;42;Mucho;PSOE;3;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 3.901 a 5.000 €
Hombre;46;Mucho;PSOE;3;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 2.701 a 3.900 €
Hombre;21;Poco;PP;8;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Indiferente, no creyente;Soltero/a;Estudiante ;N.P.;N.P.;Más de 5.000 €
Hombre;22;Nada;VOX;7;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;En paro y busca su primer empleo ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;80;Bastante;PP;8;N.P.;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;41;Bastante;PP;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Mujer;45;Mucho;PSOE;7;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Indiferente, no creyente;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 1.100 a 1.800 €
Mujer;77;Poco;PP;8;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a practicante;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;47;Mucho;Sumar;2;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Indiferente, no creyente;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;De 2.701 a 3.900 €
Mujer;47;Bastante;PSOE;1 Izquierda;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.801 a 2.700 €
Mujer;64;Mucho;VOX;10 Derecha;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Indiferente, no creyente;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;23;Poco;Sumar;4;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Indiferente, no creyente;Soltero/a;Estudiante ;N.P.;N.P.;N.S.
Hombre;46;Nada;VOX;7;"Arquitectura/Ingeniería Técnica (aparejador/a; peritos/as) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 3.901 a 5.000 €
Mujer;26;Mucho;PSOE;3;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.801 a 2.700 €
Mujer;35;Poco;PSOE;1 Izquierda;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Mujer;23;Mucho;PSOE;4;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;Más de 5.000 €
Mujer;43;Bastante;PSOE;1 Izquierda;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Indiferente, no creyente;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;De 1.801 a 2.700 €
Mujer;62;Bastante;PSOE;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;63;Poco;PP;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
